title,reference,identified through database searching,source,study year,screened,full text screened,relevant intervention,low- or middle-income country,RCT,includes children under 5,authors contacted,authors responded ,mortality data collected,mortality data still available,include
"Microbiological evaluation of minimally processed and marketed fish in popular market of the city of Tepic Nayarit, Mexico: Sanitary quality of tilapia (Oreochromis niloticus)",,1,New addition,2020,1,0,0,,,,,,,,
Mitochondrial-epigenetic crosstalk as an integrative standpoint into gut microbiome dysbiosis and related diseases,,1,New addition,2024,1,0,0,,,,,,,,
Modeling the bacterial dynamics in the gut microbiota following an antibiotic-induced perturbation,,1,New addition,2022,1,0,0,,,,,,,,
MR Measures of Small Bowel Wall T2 Are Associated With Increased Permeability.,,1,New addition,2021,1,0,0,,,,,,,,
Multi-omic profiling a defined bacterial consortium for treatment of recurrent Clostridioides difficile infection.,,1,New addition,2025,1,0,0,,,,,,,,
Multifunctional dietary approach reduces intestinal inflammation in relation with changes in gut microbiota composition in subjects at cardiometabolic risk: the SINFONI project.,,1,New addition,2025,1,0,0,,,,,,,,
Natural Clay-Modified Piezocatalytic Membrane for Efficient Removal of Coliform Bacteria from Wastewater,,1,New addition,2024,1,0,0,,,,,,,,
Natural tannin extracts supplementation for COVID-19 patients (TanCOVID): a structured summary of a study protocol for a randomized controlled trial,,1,New addition,2021,1,0,0,,,,,,,,
Neoadjuvant treatment for pancreatic adenocarcinoma: A false promise or an opportunity to improve outcome?,,1,New addition,2021,1,0,0,,,,,,,,
Neuroprotective Effects of Molecular Hydrogen: A Critical Review,,1,New addition,2021,1,0,0,,,,,,,,
Next-generation probiotics: the upcoming biotherapeutics,,1,New addition,2024,1,0,0,,,,,,,,
No Effect of Lactobacillus rhamnosus GG on Eradication of Colonization by Vancomycin-Resistant Enterococcus faecium or Microbiome Diversity in Hospitalized Adult Patients.,,1,New addition,2022,1,0,0,,,,,,,,
Non-invasive treatment of Clostridioides difficile infection with a human-origin probiotic cocktail through gut microbiome-gut metabolome modulations,,1,New addition,2025,1,0,0,,,,,,,,
Noninvasive respiratory support in acute hypoxemic respiratory failure associated with COVID-19 and other viral infections,,1,New addition,2020,1,0,0,,,,,,,,
Nonpharmacologic Treatment for Children with Functional Constipation: A Systematic Review and Meta-analysis,,1,New addition,2022,1,0,0,,,,,,,,
"Novel community health worker strategy for HIV service engagement in a hyperendemic community in Rakai, Uganda: A pragmatic, cluster-randomized trial",,1,New addition,2021,1,0,0,,,,,,,,
Nowcasting of fecal coliform presence using an artificial neural network,,1,New addition,2023,1,0,0,,,,,,,,
Odevixibat: a promising new treatment for progressive familial intrahepatic cholestasis,,1,New addition,2022,1,0,0,,,,,,,,
One-Year Surveillance of SARS-CoV-2 Virus in Natural and Drinking Water,,1,New addition,2022,1,0,0,,,,,,,,
Optimising management strategies of inflammatory bowel disease in resource-limited settings in Asia,,1,New addition,2020,1,0,0,,,,,,,,
"Oral Administration of East Asian Herbal Medicine for Inflammatory Skin Lesions in Plaque Psoriasis: A Systematic Review, Meta-Analysis, and Exploration of Core Herbal Materials",,1,New addition,2022,1,0,0,,,,,,,,
Oral Hygiene With Neutral Electrolyzed Water and Systemic Therapy Increases Gastric Helicobacter pylori Eradication and Reduces Recurrence.,,1,New addition,2024,1,0,0,,,,,,,,
"Oral linezolid compared with benzathine penicillin G for treatment of early syphilis in adults (Trep-AB Study) in Spain: a prospective, open-label, non-inferiority, randomised controlled trial.",,1,New addition,2024,1,0,0,,,,,,,,
Oral Postbiotics as a Therapeutic Strategy for Atopic Dermatitis: A Systematic Review of Randomized Controlled Trials,,1,New addition,2024,1,0,0,,,,,,,,
Otomycosis in Immunocompetent Patients with Intact Tympanic Membrane,,1,New addition,2024,1,0,0,,,,,,,,
Pandemic impacts on the water quality: statistical analysis and spatiotemporal monitoring via GIS maps,,1,New addition,2024,1,0,0,,,,,,,,
"Past, current, and potential treatments for cryptosporidiosis in humans and farm animals: A comprehensive review",,1,New addition,2023,1,0,0,,,,,,,,
"Past, Present, and Future of Phosphate Management",,1,New addition,2022,1,0,0,,,,,,,,
"Pathogen infection risk to recreational water users, associated with surface waters impacted by de facto and indirect potable reuse activities",,1,New addition,2020,1,0,0,,,,,,,,
Pathogen-Specific Effects of Probiotics in Children with Acute Gastroenteritis Seeking Emergency Care: a Randomized Trial,,1,New addition,2022,1,0,0,,,,,,,,
Pathogenicity and virulence of Clostridioides difficile,,1,New addition,2023,1,0,0,,,,,,,,
Evolution and health risk of indicator microorganisms in landscape water replenished by reclaimed water,,1,New addition,2024,1,0,0,,,,,,,,
Evolving utility of apremilast in dermatological disorders for off-label indications,,1,New addition,2022,1,0,0,,,,,,,,
Examining coastal dynamics and recreational water quality by quantifying multiple sewage specific markers in a North Carolina estuary,,1,New addition,2020,1,0,0,,,,,,,,
Examining the influence of COVID-19 lockdowns on coastal water quality: A study on fecal bacteria levels in Moroccan seawaters,,1,New addition,2023,1,0,0,,,,,,,,
Exclusion diets and their influence on the intestinal microbiota in children. Systematic review,,1,New addition,2022,1,0,0,,,,,,,,
"Exploration of the driving factors and distribution of fecal coliform in rivers under a traditional agro-pastoral economy in Kyrgyzstan, Central Asia",,1,New addition,2022,1,0,0,,,,,,,,
Exploring private water wells for fecal sources and evidence of pathogen presence in the context of current testing practices for potability in Ontario,,1,New addition,2020,1,0,0,,,,,,,,
Exploring the determinants and indicators of poultry feces management behaviors in rural Western Uganda.,,1,New addition,2022,1,0,0,,,,,,,,
Exploring the Multifaceted Therapeutic Potential of Probiotics: A Review of Current Insights and Applications,,1,New addition,2025,1,0,0,,,,,,,,
Exploring the Role of Vitamin C in Gastrointestinal Function and Disorders,,1,New addition,2025,1,0,0,,,,,,,,
Exploring viral contamination in urban groundwater and runoff,,1,New addition,2024,1,0,0,,,,,,,,
Factors affecting the prevalence of fecal pathogen infections: Approaches for health risk protection,,1,New addition,2021,1,0,0,,,,,,,,
Fecal indicator bacteria data to characterize drinking water quality in low-resource settings: Summary of current practices and recommendations for improving validity,,1,New addition,2021,1,0,0,,,,,,,,
Field study to investigate the effectiveness and safety of a novel orally administered combination drug product containing milbemycin oxime and lotilaner (Credelio® Plus) against natural intestinal nematode infections in dogs presented as veterinary patients in Europe,,1,New addition,2021,1,0,0,,,,,,,,
Fighting fire with fire: oral antibiotics for the suppression of colonization with multidrug-resistant Enterobacterales,,1,New addition,2021,1,0,0,,,,,,,,
First detection of Shiga toxin producing Escherichia coli O157:H7 (HlyA gene) and enumeration of most probable number (MPN) of fecal coliforms and Escherichia coli in cage cultured oysters (Crassostrea iredalei) and water from southern Malaysia,,1,New addition,2021,1,0,0,,,,,,,,
"Footprints of total coliforms, faecal coliforms and E. coli in a wastewater treatment plant and the probabilistic assessment and reduction of E. coli infection risks",,1,New addition,2023,1,0,0,,,,,,,,
Formoterol for the treatment of chronic obstructive pulmonary disease,,1,New addition,2020,1,0,0,,,,,,,,
"Fracture-Related Infection- Epidemiology, Etiology, Diagnosis, Prevention, and Treatment",,1,New addition,2024,1,0,0,,,,,,,,
Frequency of Mass Azithromycin Distribution for Ocular Chlamydia in a Trachoma Endemic Region of Ethiopia: A Cluster Randomized Trial.,,1,New addition,2020,1,0,0,,,,,,,,
Gegen huangqin huanglian decoction for children rotavirus enteritis: A protocol for systematic review and meta-analysis,,1,New addition,2020,1,0,0,,,,,,,,
Genotypic antimicrobial resistance characterization of E. coli from dairy calves at high risk of respiratory disease administered enrofloxacin or tulathromycin,,1,New addition,2020,1,0,0,,,,,,,,
Geographic pair matching in large-scale cluster randomized trials,,1,New addition,2024,1,0,0,,,,,,,,
Giardia lamblia infection risk modeling in Mexico city's flood water,,1,New addition,2022,1,0,0,,,,,,,,
Giardia spp. promote the production of antimicrobial peptides and attenuate disease severity induced by attaching and effacing enteropathogens via the induction of the NLRP3 inflammasome,,1,New addition,2020,1,0,0,,,,,,,,
Gut microbial differences in breast and prostate cancer cases from two randomised controlled trials compared to matched cancer-free controls,,1,New addition,2021,1,0,0,,,,,,,,
Gut microbiology of UK care home residents: a cross-sectional analysis from a randomised controlled trial.,,1,New addition,2023,1,0,0,,,,,,,,
Gut microbiome and antibiotic resistance effects during travelers' diarrhea treatment and prevention,,1,New addition,2024,1,0,0,,,,,,,,
Gut microbiota - nutrition and health,,1,New addition,2022,1,0,0,,,,,,,,
Gut microbiota and nutrient interactions with skin in psoriasis: A comprehensive review of animal and human studies,,1,New addition,2020,1,0,0,,,,,,,,
Health-related quality of life in patients with RAS wild-type metastatic colorectal cancer treated with panitumumab-based first-line treatment strategy: A pre-specified secondary analysis of the Valentino study.,,1,New addition,2020,1,0,0,,,,,,,,
Herbal Formula Shenling Baizhu San for Chronic Diarrhea in Adults: A Systematic Review and Meta-analysis,,1,New addition,2022,1,0,0,,,,,,,,
"Herbs and Spices Modulate Gut Bacterial Composition in Adults at Risk for CVD: Results of a Prespecified Exploratory Analysis from a Randomized, Crossover, Controlled-Feeding Study.",,1,New addition,2022,1,0,0,,,,,,,,
Heterogeneity in Efficacy and Safety Endpoints for Pediatric Clinical Trials in Inflammatory Bowel Disease: A Need for Harmonization,,1,New addition,2022,1,0,0,,,,,,,,
Hidden Burden of Bartonella quintana on the African Continent: Should the Bacterial Infection Be Considered a Neglected Tropical Disease?,,1,New addition,2024,1,0,0,,,,,,,,
High Body Mass Index Is Correlated with the Success of Vonoprazan-Based Second-Line Therapy for Helicobacter Pylori Infection.,,1,New addition,2021,1,0,0,,,,,,,,
High dose PPI-amoxicillin dual therapy for the treatment of Helicobacter pylori infection: a systematic review with meta-analysis,,1,New addition,2020,1,0,0,,,,,,,,
High Prevalence of Fecal Carriage of Extended Spectrum beta-Lactamase-Producing Enterobacteriaceae Among Newly HIV-Diagnosed Adults in a Community Setting in Tanzania.,,1,New addition,2020,1,0,0,,,,,,,,
High prevalence of SARS-CoV-2 detection and prolonged viral shedding in stools: A systematic review and cohort study,,1,New addition,2022,1,0,0,,,,,,,,
High-flow nasal cannula for COVID-19 patients: Low risk of bio-aerosol dispersion,,1,New addition,2020,1,0,0,,,,,,,,
Higher bacterial DNAemia can affect the impact of a polyphenol-rich dietary pattern on biomarkers of intestinal permeability and cardiovascular risk in older subjects.,,1,New addition,2022,1,0,0,,,,,,,,
Highly Purified Cannabidiol for Epilepsy Treatment: A Systematic Review of Epileptic Conditions Beyond Dravet Syndrome and Lennox–Gastaut Syndrome,,1,New addition,2021,1,0,0,,,,,,,,
"Hospital and long-term care facility environmental service workers' training, skills, activities and effectiveness in cleaning and disinfection: a systematic review",,1,New addition,2022,1,0,0,,,,,,,,
Hospital wastewater in Iran: a systematic review and challenges for proper management during coronavirus disease (2019) pandemic,,1,New addition,2021,1,0,0,,,,,,,,
"Hospital wastewater—source of specific micropollutants, antibiotic-resistant microorganisms, viruses, and their elimination",,1,New addition,2021,1,0,0,,,,,,,,
Host Factors of Favorable Intestinal Microbial Colonization,,1,New addition,2020,1,0,0,,,,,,,,
Household finished flooring and soil-transmitted helminth and Giardia infections among children in rural Bangladesh and Kenya: a prospective cohort study,,1,New addition,2021,1,0,0,,,,,,,,
Household Water and Food Insecurity Are Positively Associated with Poor Mental and Physical Health among Adults Living with HIV in Western Kenya.,,1,New addition,2021,1,0,0,,,,,,,,
How can Cytokine-induced killer cells overcome CAR-T cell limits,,1,New addition,2023,1,0,0,,,,,,,,
"How effective is the addition of prebiotics, probiotics andsynbiotics in the treatment of cow's milk protein allergyin infants and children? A systematic review",,1,New addition,2021,1,0,0,,,,,,,,
Human milk oligosaccharides as immunonutrition key in early life,,1,New addition,2022,1,0,0,,,,,,,,
Human polyomaviruses 10 and 11 in faecal samples from Brazilian children,,1,New addition,2020,1,0,0,,,,,,,,
Hygienic sanitary risk and microbiological quality of meat and meat-contact surfaces in traditional butcher shops and retail establishments- lessons from a developing country,,1,New addition,2024,1,0,0,,,,,,,,
Hyperhydration to Improve Kidney Outcomes in Children with Shiga Toxin-Producing E. coli Infection: a multinational embedded cluster crossover randomized trial (the HIKO STEC trial).,,1,New addition,2023,1,0,0,,,,,,,,
Hypertension- and glycaemia-lowering effects of a grape-pomace-derived seasoning in high-cardiovascular risk and healthy subjects. Interplay with the gut microbiome.,,1,New addition,2022,1,0,0,,,,,,,,
